datestamp,co2
14/05/1983,345.7
21/05/1983,345.8
28/05/1983,345.7
04/06/1983,345.6
11/06/1983,345.6
18/06/1983,345
25/06/1983,344.9
02/07/1983,344.7
09/07/1983,344.5
16/07/1983,343.7
23/07/1983,343.6
30/07/1983,342.6
06/08/1983,343
13/08/1983,341.7
20/08/1983,342.1
27/08/1983,341.8
03/09/1983,339.9
10/09/1983,339.9
17/09/1983,339.8
24/09/1983,339.9
01/10/1983,339.8
08/10/1983,339.7
15/10/1983,340.1
22/10/1983,340.2
29/10/1983,340.3
05/11/1983,340.8
12/11/1983,341
19/11/1983,341.1
26/11/1983,341.7
03/12/1983,341.8
10/12/1983,342.8
17/12/1983,343.3
24/12/1983,343.6
31/12/1983,343.4
07/01/1984,343.7
14/01/1984,343.4
21/01/1984,343.5
28/01/1984,344.1
04/02/1984,344.3
11/02/1984,344.5
18/02/1984,344.3
25/02/1984,344.6
03/03/1984,344.8
10/03/1984,344.9
17/03/1984,345.4
24/03/1984,345.6
31/03/1984,
07/04/1984,
14/04/1984,
21/04/1984,
28/04/1984,347.4
05/05/1984,347.4
12/05/1984,347.7
19/05/1984,347.3
26/05/1984,347
02/06/1984,347
09/06/1984,347
16/06/1984,346.8
23/06/1984,346.3
30/06/1984,346.2
07/07/1984,345.8
14/07/1984,345.4
21/07/1984,345.2
28/07/1984,344.4
04/08/1984,344
11/08/1984,344.1
18/08/1984,343.1
25/08/1984,342
01/09/1984,341.6
08/09/1984,340.6
15/09/1984,341.3
22/09/1984,341.3
29/09/1984,340.8
06/10/1984,341.1
13/10/1984,341.3
20/10/1984,341.9
27/10/1984,341.6
03/11/1984,342
10/11/1984,342.6
17/11/1984,343.1
24/11/1984,343.7
01/12/1984,343.6
08/12/1984,343.9
15/12/1984,344.2
22/12/1984,344.5
29/12/1984,344.5
05/01/1985,344.7
12/01/1985,345
19/01/1985,345
26/01/1985,345
02/02/1985,345.9
09/02/1985,345.5
16/02/1985,345.8
23/02/1985,346.3
02/03/1985,346.7
09/03/1985,347.1
16/03/1985,347.5
23/03/1985,347.7
30/03/1985,348.2
06/04/1985,348
13/04/1985,348
20/04/1985,348.5
27/04/1985,348.8
04/05/1985,348.8
11/05/1985,349.3
18/05/1985,349.1
25/05/1985,348.1
01/06/1985,349
08/06/1985,348.4
15/06/1985,348.2
22/06/1985,347.9
29/06/1985,347.4
06/07/1985,346.9
13/07/1985,346.8
20/07/1985,346.4
27/07/1985,345.7
03/08/1985,
10/08/1985,344.7
17/08/1985,344.5
24/08/1985,344.3
31/08/1985,343.7
07/09/1985,344.2
14/09/1985,343.3
21/09/1985,342.4
28/09/1985,342.1
05/10/1985,342.4
12/10/1985,342.5
19/10/1985,343.1
26/10/1985,343.2
02/11/1985,343.3
09/11/1985,343.7
16/11/1985,344.2
23/11/1985,344.6
30/11/1985,345.3
07/12/1985,345.3
14/12/1985,345.6
21/12/1985,345.1
28/12/1985,346.3
04/01/1986,346.4
11/01/1986,346
18/01/1986,346.2
25/01/1986,346.4
01/02/1986,346.2
08/02/1986,346.8
15/02/1986,347.1
22/02/1986,347.2
01/03/1986,347
08/03/1986,346.6
15/03/1986,347.2
22/03/1986,349.1
29/03/1986,348.8
05/04/1986,349.2
12/04/1986,349.4
19/04/1986,349.3
26/04/1986,350.2
03/05/1986,349.9
10/05/1986,350.1
17/05/1986,350.2
24/05/1986,350.1
31/05/1986,350.1
07/06/1986,349.7
14/06/1986,349.5
21/06/1986,349.4
28/06/1986,348.9
05/07/1986,348.6
12/07/1986,347.7
19/07/1986,347.6
26/07/1986,347.4
02/08/1986,346.6
09/08/1986,346.2
16/08/1986,345.5
23/08/1986,345.6
30/08/1986,345.2
06/09/1986,345
13/09/1986,345.3
20/09/1986,344.4
27/09/1986,344.5
04/10/1986,343.9
11/10/1986,344.1
18/10/1986,343.9
25/10/1986,344.5
01/11/1986,345.1
08/11/1986,345.3
15/11/1986,345.6
22/11/1986,345.7
29/11/1986,346.4
06/12/1986,346.9
13/12/1986,346.7
20/12/1986,346.9
27/12/1986,347
03/01/1987,347.6
10/01/1987,348.3
17/01/1987,348.2
24/01/1987,347.9
31/01/1987,348
07/02/1987,347.9
14/02/1987,348.2
21/02/1987,348.5
28/02/1987,349.4
07/03/1987,348.8
14/03/1987,349.2
21/03/1987,349.7
28/03/1987,350.2
04/04/1987,350.8
11/04/1987,350.2
18/04/1987,351.1
25/04/1987,351.3
02/05/1987,351.4
09/05/1987,352
16/05/1987,351.7
23/05/1987,351.9
30/05/1987,351.7
06/06/1987,351.6
13/06/1987,351.1
20/06/1987,351
27/06/1987,350.9
04/07/1987,349.7
11/07/1987,349.8
18/07/1987,348.8
25/07/1987,349.5
01/08/1987,349
08/08/1987,348.1
15/08/1987,348.6
22/08/1987,348
29/08/1987,346.7
05/09/1987,347
12/09/1987,346.6
19/09/1987,346.2
26/09/1987,345.8
03/10/1987,345.7
10/10/1987,346.3
17/10/1987,346.5
24/10/1987,346.8
31/10/1987,346.9
07/11/1987,347.3
14/11/1987,347.6
21/11/1987,348.1
28/11/1987,348.7
05/12/1987,348.6
12/12/1987,348.8
19/12/1987,349.1
26/12/1987,349.2
02/01/1988,349.7
09/01/1988,350.2
16/01/1988,350.2
23/01/1988,350.7
30/01/1988,351.2
06/02/1988,351.8
13/02/1988,351.3
20/02/1988,351.5
27/02/1988,352.5
05/03/1988,352.8
12/03/1988,351.8
19/03/1988,351.7
26/03/1988,352.2
02/04/1988,353.1
09/04/1988,353.5
16/04/1988,353.1
23/04/1988,354
30/04/1988,354.2
07/05/1988,353.7
14/05/1988,354.3
21/05/1988,354.5
28/05/1988,354.2
04/06/1988,354.1
11/06/1988,354.2
18/06/1988,353.6
25/06/1988,353.1
02/07/1988,353
09/07/1988,352.5
16/07/1988,352.6
23/07/1988,351.9
30/07/1988,351.1
06/08/1988,350.9
13/08/1988,350.3
20/08/1988,350.4
27/08/1988,349.6
03/09/1988,349.3
10/09/1988,348.7
17/09/1988,348.9
24/09/1988,348.1
01/10/1988,348.8
08/10/1988,348.8
15/10/1988,348.6
22/10/1988,349.4
29/10/1988,349.2
05/11/1988,349.7
12/11/1988,349.8
19/11/1988,350.1
26/11/1988,350.4
03/12/1988,350.5
10/12/1988,351
17/12/1988,351.6
24/12/1988,351.3
31/12/1988,352.4
07/01/1989,352.7
14/01/1989,352.9
21/01/1989,352.5
28/01/1989,353
04/02/1989,352.8
11/02/1989,352.6
18/02/1989,353.2
25/02/1989,353.4
04/03/1989,353.1
11/03/1989,353.4
18/03/1989,353.5
25/03/1989,354.4
01/04/1989,354.5
08/04/1989,355
15/04/1989,355.4
22/04/1989,356
29/04/1989,355.9
06/05/1989,355.3
13/05/1989,355.8
20/05/1989,355.6
27/05/1989,355.7
03/06/1989,355.8
10/06/1989,355
17/06/1989,354.8
24/06/1989,354.9
01/07/1989,354.5
08/07/1989,354.7
15/07/1989,353.8
22/07/1989,353.1
29/07/1989,353.2
05/08/1989,352.6
12/08/1989,352.2
19/08/1989,351.1
26/08/1989,350.4
02/09/1989,350.7
09/09/1989,350.2
16/09/1989,349.4
23/09/1989,349.3
30/09/1989,349.7
07/10/1989,349.9
14/10/1989,349.7
21/10/1989,350.2
28/10/1989,350.4
04/11/1989,350.6
11/11/1989,351.2
18/11/1989,351.6
25/11/1989,351.4
02/12/1989,352
09/12/1989,352.1
16/12/1989,352.4
23/12/1989,352.5
30/12/1989,353.4
06/01/1990,353.4
13/01/1990,353.5
20/01/1990,353.8
27/01/1990,353.9
03/02/1990,354.1
10/02/1990,355
17/02/1990,354.8
24/02/1990,354.7
03/03/1990,355.7
10/03/1990,354.9
17/03/1990,355.8
24/03/1990,355.1
31/03/1990,355.9
07/04/1990,356.1
14/04/1990,355.9
21/04/1990,356.6
28/04/1990,356.1
05/05/1990,357.3
12/05/1990,357
19/05/1990,356.9
26/05/1990,357.1
02/06/1990,357
09/06/1990,356.6
16/06/1990,355.6
23/06/1990,355.5
30/06/1990,355.7
07/07/1990,355.5
14/07/1990,354
21/07/1990,354.5
28/07/1990,354.7
04/08/1990,353.5
11/08/1990,353.2
18/08/1990,352.9
25/08/1990,352
01/09/1990,350.9
08/09/1990,350.7
15/09/1990,351.3
22/09/1990,350.9
29/09/1990,350.9
06/10/1990,351.1
13/10/1990,351
20/10/1990,351.4
27/10/1990,351.4
03/11/1990,352.1
10/11/1990,352.6
17/11/1990,353
24/11/1990,353.1
01/12/1990,353.6
08/12/1990,354
15/12/1990,353.8
22/12/1990,354.5
29/12/1990,354.8
05/01/1991,354.2
12/01/1991,354.7
19/01/1991,354.8
26/01/1991,355
02/02/1991,355.2
09/02/1991,355.2
16/02/1991,356.4
23/02/1991,355.8
02/03/1991,356.4
09/03/1991,357.2
16/03/1991,357.6
23/03/1991,356.9
30/03/1991,357.9
06/04/1991,358.3
13/04/1991,357.8
20/04/1991,359.1
27/04/1991,359.2
04/05/1991,359.1
11/05/1991,358.9
18/05/1991,360
25/05/1991,359
01/06/1991,358.5
08/06/1991,358.4
15/06/1991,358.2
22/06/1991,358.1
29/06/1991,357.7
06/07/1991,357.2
13/07/1991,356.5
20/07/1991,355.2
27/07/1991,355.3
03/08/1991,354.8
10/08/1991,354.6
17/08/1991,353.7
24/08/1991,353
31/08/1991,353.2
07/09/1991,353
14/09/1991,352.1
21/09/1991,351.8
28/09/1991,351.6
05/10/1991,351.7
12/10/1991,352.1
19/10/1991,352.5
26/10/1991,352.7
02/11/1991,353.4
09/11/1991,353.7
16/11/1991,353.5
23/11/1991,353.8
30/11/1991,354.3
07/12/1991,354.5
14/12/1991,354.9
21/12/1991,355.2
28/12/1991,355.5
04/01/1992,355.6
11/01/1992,356
18/01/1992,356.1
25/01/1992,355.9
01/02/1992,356
08/02/1992,356.7
15/02/1992,357.3
22/02/1992,356.9
29/02/1992,356.5
07/03/1992,357.3
14/03/1992,357.8
21/03/1992,358.1
28/03/1992,358.4
04/04/1992,358.5
11/04/1992,358.9
18/04/1992,359.7
25/04/1992,359.2
02/05/1992,359.6
09/05/1992,359.7
16/05/1992,358.6
23/05/1992,359.6
30/05/1992,360.2
06/06/1992,360
13/06/1992,359.4
20/06/1992,358.7
27/06/1992,358.4
04/07/1992,358.4
11/07/1992,357.2
18/07/1992,356.3
25/07/1992,356.1
01/08/1992,354.9
08/08/1992,355.3
15/08/1992,355.3
22/08/1992,354.5
29/08/1992,354.3
05/09/1992,353.5
12/09/1992,353.6
19/09/1992,352.3
26/09/1992,352.7
03/10/1992,353.6
10/10/1992,353.3
17/10/1992,353.2
24/10/1992,353.5
31/10/1992,353.5
07/11/1992,353.9
14/11/1992,353.8
21/11/1992,354.5
28/11/1992,354.6
05/12/1992,354.8
12/12/1992,355.3
19/12/1992,355.4
26/12/1992,355.9
02/01/1993,356.2
09/01/1993,356.9
16/01/1993,356.7
23/01/1993,356.6
30/01/1993,357
06/02/1993,356.6
13/02/1993,357.2
20/02/1993,357.3
27/02/1993,357.6
06/03/1993,358.3
13/03/1993,358.5
20/03/1993,358.1
27/03/1993,358.8
03/04/1993,359.1
10/04/1993,358.8
17/04/1993,359.4
24/04/1993,360
01/05/1993,359.6
08/05/1993,359.7
15/05/1993,360.7
22/05/1993,360.6
29/05/1993,360.3
05/06/1993,359.7
12/06/1993,359.9
19/06/1993,359.3
26/06/1993,359.1
03/07/1993,357.9
10/07/1993,358
17/07/1993,358.1
24/07/1993,356.6
31/07/1993,356.5
07/08/1993,355.8
14/08/1993,355.9
21/08/1993,354.9
28/08/1993,354.7
04/09/1993,354.3
11/09/1993,353.2
18/09/1993,353.8
25/09/1993,353.8
02/10/1993,353.8
09/10/1993,353.8
16/10/1993,354
23/10/1993,354.4
30/10/1993,354.3
06/11/1993,354.7
13/11/1993,355.1
20/11/1993,355.6
27/11/1993,356
04/12/1993,356.2
11/12/1993,356.5
18/12/1993,356.9
25/12/1993,357.5
01/01/1994,358.1
08/01/1994,358.1
15/01/1994,358.4
22/01/1994,358.3
29/01/1994,358.7
05/02/1994,358.4
12/02/1994,358.6
19/02/1994,359
26/02/1994,359.6
05/03/1994,358.7
12/03/1994,359.8
19/03/1994,360.4
26/03/1994,360.8
02/04/1994,360.6
09/04/1994,361
16/04/1994,361
23/04/1994,361.3
30/04/1994,362.2
07/05/1994,361.6
14/05/1994,361.4
21/05/1994,361.7
28/05/1994,361.9
04/06/1994,361
11/06/1994,361
18/06/1994,360.9
25/06/1994,360.7
02/07/1994,360.2
09/07/1994,359.9
16/07/1994,359.4
23/07/1994,359
30/07/1994,358.8
06/08/1994,358.1
13/08/1994,357.5
20/08/1994,357.6
27/08/1994,356.3
03/09/1994,356.4
10/09/1994,356.4
17/09/1994,355.4
24/09/1994,355.5
01/10/1994,355.4
08/10/1994,355.8
15/10/1994,356
22/10/1994,356.3
29/10/1994,356.6
05/11/1994,356.9
12/11/1994,357.4
19/11/1994,357.9
26/11/1994,358.1
03/12/1994,358.4
10/12/1994,359.1
17/12/1994,359.2
24/12/1994,359.1
31/12/1994,359.5
07/01/1995,359.6
14/01/1995,360.2
21/01/1995,360.1
28/01/1995,360
04/02/1995,360.6
11/02/1995,361
18/02/1995,360.8
25/02/1995,361.3
04/03/1995,362.2
11/03/1995,361.2
18/03/1995,360.9
25/03/1995,362
01/04/1995,363.8
08/04/1995,363.4
15/04/1995,363.3
22/04/1995,362.8
29/04/1995,363.5
06/05/1995,363.2
13/05/1995,364.1
20/05/1995,364.1
27/05/1995,363.4
03/06/1995,363.9
10/06/1995,363.4
17/06/1995,362.9
24/06/1995,362.8
01/07/1995,362.5
08/07/1995,362.2
15/07/1995,361.9
22/07/1995,361.5
29/07/1995,360.9
05/08/1995,360.4
12/08/1995,359.2
19/08/1995,358.7
26/08/1995,359.2
02/09/1995,357.3
09/09/1995,358.5
16/09/1995,358.5
23/09/1995,358.2
30/09/1995,357.5
07/10/1995,357.6
14/10/1995,357.6
21/10/1995,358
28/10/1995,358.2
04/11/1995,359.1
11/11/1995,359.4
18/11/1995,359.6
25/11/1995,359.8
02/12/1995,360.1
09/12/1995,360.4
16/12/1995,360.5
23/12/1995,360.8
30/12/1995,361.7
06/01/1996,361.8
13/01/1996,362
20/01/1996,362.1
27/01/1996,362.2
03/02/1996,362.6
10/02/1996,363.1
17/02/1996,363
24/02/1996,364
02/03/1996,363.8
09/03/1996,363.6
16/03/1996,364.1
23/03/1996,364.5
30/03/1996,364.3
06/04/1996,364.5
13/04/1996,364.8
20/04/1996,364.4
27/04/1996,365.1
04/05/1996,364.9
11/05/1996,365.3
18/05/1996,365.7
25/05/1996,365.4
01/06/1996,364.8
08/06/1996,365.1
15/06/1996,365.2
22/06/1996,365
29/06/1996,364.3
06/07/1996,364.1
13/07/1996,363.7
20/07/1996,363.3
27/07/1996,362.8
03/08/1996,361.7
10/08/1996,362.1
17/08/1996,361.2
24/08/1996,360.8
31/08/1996,360.8
07/09/1996,359.8
14/09/1996,359.8
21/09/1996,359
28/09/1996,359
05/10/1996,359.4
12/10/1996,359.5
19/10/1996,359.8
26/10/1996,359.8
02/11/1996,359.9
09/11/1996,360.5
16/11/1996,360.7
23/11/1996,361.2
30/11/1996,361.4
07/12/1996,361.9
14/12/1996,362.6
21/12/1996,362.4
28/12/1996,362.6
04/01/1997,362.9
11/01/1997,363
18/01/1997,363.1
25/01/1997,363.5
01/02/1997,363.2
08/02/1997,364.1
15/02/1997,364
22/02/1997,364.2
01/03/1997,364.5
08/03/1997,364.1
15/03/1997,364.1
22/03/1997,364.7
29/03/1997,365.4
05/04/1997,365.8
12/04/1997,366.2
19/04/1997,366.6
26/04/1997,366.7
03/05/1997,366.7
10/05/1997,366.8
17/05/1997,367
24/05/1997,366.6
31/05/1997,366.3
07/06/1997,365.7
14/06/1997,365.6
21/06/1997,365.5
28/06/1997,365.1
05/07/1997,365
12/07/1997,364.6
19/07/1997,364.1
26/07/1997,363.8
02/08/1997,363.3
09/08/1997,363.3
16/08/1997,362.6
23/08/1997,361.5
30/08/1997,361.6
06/09/1997,360.6
13/09/1997,360.2
20/09/1997,360
27/09/1997,359.8
04/10/1997,360.5
11/10/1997,360.4
18/10/1997,361
25/10/1997,361.1
01/11/1997,361.7
08/11/1997,362.1
15/11/1997,362
22/11/1997,362.6
29/11/1997,363.5
06/12/1997,363.9
13/12/1997,363.9
20/12/1997,364.2
27/12/1997,365
03/01/1998,365.2
10/01/1998,365.3
17/01/1998,365.3
24/01/1998,365.3
31/01/1998,365.6
07/02/1998,366
14/02/1998,365.5
21/02/1998,366
28/02/1998,367.3
07/03/1998,367
14/03/1998,366.6
21/03/1998,367.4
28/03/1998,368.5
04/04/1998,368.6
11/04/1998,368.6
18/04/1998,368
25/04/1998,368.9
02/05/1998,369.1
09/05/1998,368.8
16/05/1998,368.5
23/05/1998,369.6
30/05/1998,369.7
06/06/1998,369.4
13/06/1998,368.8
20/06/1998,368.5
27/06/1998,368.3
04/07/1998,368
11/07/1998,367.5
18/07/1998,367.6
25/07/1998,367.3
01/08/1998,366.8
08/08/1998,366.4
15/08/1998,365.6
22/08/1998,365.6
29/08/1998,364.2
05/09/1998,364.7
12/09/1998,363.9
19/09/1998,363.5
26/09/1998,363.6
03/10/1998,364
10/10/1998,364.1
17/10/1998,364.4
24/10/1998,364.4
31/10/1998,364.7
07/11/1998,365
14/11/1998,365.4
21/11/1998,365.8
28/11/1998,366
05/12/1998,366.4
12/12/1998,366.7
19/12/1998,367.3
26/12/1998,367.3
02/01/1999,367.5
09/01/1999,367.8
16/01/1999,367.8
23/01/1999,368.3
30/01/1999,369.2
06/02/1999,369.1
13/02/1999,368.8
20/02/1999,369
27/02/1999,368.5
06/03/1999,368.1
13/03/1999,369.5
20/03/1999,370.2
27/03/1999,370.6
03/04/1999,371.1
10/04/1999,371.5
17/04/1999,371
24/04/1999,370.3
01/05/1999,370.8
08/05/1999,371.3
15/05/1999,371
22/05/1999,370.8
29/05/1999,370.3
05/06/1999,370.9
12/06/1999,370.3
19/06/1999,369.9
26/06/1999,369.9
03/07/1999,369.4
10/07/1999,370.1
17/07/1999,369.5
24/07/1999,368.6
31/07/1999,367.4
07/08/1999,367.6
14/08/1999,366.7
21/08/1999,366.4
28/08/1999,366.1
04/09/1999,364.1
11/09/1999,364.7
18/09/1999,365.2
25/09/1999,364.7
02/10/1999,364.5
09/10/1999,365
16/10/1999,364.9
23/10/1999,365.6
30/10/1999,365.7
06/11/1999,366.2
13/11/1999,366.7
20/11/1999,366.6
27/11/1999,367.1
04/12/1999,367.4
11/12/1999,368
18/12/1999,368
25/12/1999,368.2
01/01/2000,368.6
08/01/2000,368.5
15/01/2000,369
22/01/2000,369.8
29/01/2000,369.2
05/02/2000,369.1
12/02/2000,369.6
19/02/2000,369.3
26/02/2000,369.5
04/03/2000,370
11/03/2000,370
18/03/2000,370.9
25/03/2000,370.7
01/04/2000,370.9
08/04/2000,371.7
15/04/2000,371.8
22/04/2000,372
29/04/2000,371.3
06/05/2000,371.2
13/05/2000,371.7
20/05/2000,371.9
27/05/2000,371.8
03/06/2000,371.9
10/06/2000,371.6
17/06/2000,371.7
24/06/2000,371.3
01/07/2000,370.8
08/07/2000,370
15/07/2000,370.2
22/07/2000,369.7
29/07/2000,369
05/08/2000,368.7
12/08/2000,368.3
19/08/2000,367.7
26/08/2000,367.1
02/09/2000,367.2
09/09/2000,366.7
16/09/2000,366.2
23/09/2000,366.2
30/09/2000,366.4
07/10/2000,366.3
14/10/2000,366.6
21/10/2000,366.7
28/10/2000,367.3
04/11/2000,367.6
11/11/2000,368
18/11/2000,368.6
25/11/2000,368.3
02/12/2000,369
09/12/2000,369.6
16/12/2000,369.3
23/12/2000,369.5
30/12/2000,369.8
06/01/2001,369.8
13/01/2001,370.2
20/01/2001,369.9
27/01/2001,370.8
03/02/2001,371.3
10/02/2001,371.1
17/02/2001,371.7
24/02/2001,371.2
03/03/2001,372.2
10/03/2001,372.2
17/03/2001,372.1
24/03/2001,371.8
31/03/2001,372
07/04/2001,372.7
14/04/2001,372.7
21/04/2001,373
28/04/2001,372.7
05/05/2001,373.7
12/05/2001,373.9
19/05/2001,373.7
26/05/2001,373.9
02/06/2001,373.8
09/06/2001,373.1
16/06/2001,372.8
23/06/2001,372.9
30/06/2001,372.7
07/07/2001,372.1
14/07/2001,371.3
21/07/2001,371.2
28/07/2001,370.6
04/08/2001,369.9
11/08/2001,369.5
18/08/2001,369.3
25/08/2001,369
01/09/2001,368.4
08/09/2001,368.2
15/09/2001,368
22/09/2001,367.4
29/09/2001,367.4
06/10/2001,367.8
13/10/2001,367.6
20/10/2001,368.1
27/10/2001,368.7
03/11/2001,368.7
10/11/2001,368.8
17/11/2001,369.7
24/11/2001,370.3
01/12/2001,370.3
08/12/2001,370.8
15/12/2001,371.2
22/12/2001,371.3
29/12/2001,371.5
